Source sentence,Answer sentence,event1,event2,label
" causal </s></s> unrelated </s></s> With the general election due this September , record figures could n't have come at a worst time for Chancellor Kohl . ",election has no relation to come ,election ,come ,NONE
" causal </s></s> unrelated </s></s> We innovated telephone redemptions , daily dividends , total elimination of share certificates and the constant $ 1 pershare pricing , all of which were painfully thought out and not the result of some inadvertence on the part of the SEC . ",inadvertence is the cause of redemptions ,inadvertence ,redemptions ,Cause-Effect
" causal </s></s> unrelated </s></s> We innovated telephone redemptions , daily dividends , total elimination of share certificates and the constant $ 1 pershare pricing , all of which were painfully thought out and not the result of some inadvertence on the part of the SEC . ",inadvertence is the cause of dividends ,inadvertence ,dividends ,Cause-Effect
" causal </s></s> unrelated </s></s> We innovated telephone redemptions , daily dividends , total elimination of share certificates and the constant $ 1 pershare pricing , all of which were painfully thought out and not the result of some inadvertence on the part of the SEC . ",inadvertence is the cause of elimination ,inadvertence ,elimination ,Cause-Effect
" causal </s></s> unrelated </s></s> Actually , about two years ago , the Journal listed the creation of the money fund as one of the 10 most significant events in the world of finance in the 20th century . We innovated telephone redemptions , daily dividends , total elimination of share certificates and the constant $ 1 pershare pricing , all of which were painfully thought out and not the result of some inadvertence on the part of the SEC . ",creation has no relation to redemptions ,creation ,redemptions ,NONE
" causal </s></s> unrelated </s></s> I was pleased to note that your Oct . 23 Centennial Journal item recognized the money-fund concept as one of the significant events of the past century . But the Reserve Fund , America 's first money fund , was not named , nor were the creators of the money-fund concept , Harry Brown and myself . ",pleased has no relation to named ,pleased ,named ,NONE
" causal </s></s> unrelated </s></s> We innovated telephone redemptions , daily dividends , total elimination of share certificates and the constant $ 1 pershare pricing , all of which were painfully thought out and not the result of some inadvertence on the part of the SEC . ",inadvertence has no relation to innovated ,inadvertence ,innovated ,NONE
 causal </s></s> unrelated </s></s> Sony 's planned acquisition of Guber / Peters Entertainment Co. for $ 200 million is scheduled to close Monday . Guber / Peters has been locked in litigation with Warner Communications Inc. in an attempt to get out of an exclusive production contract with Warner . ,acquisition has no relation to attempt ,acquisition ,attempt ,NONE
" causal </s></s> unrelated </s></s> Proceeds from the offering are expected to be used for remodeling the company 's Desert Inn resort in Las Vegas , refurbishing certain aircraft of the MGM Grand Air unit , and to acquire the property for the new resort . MGM Grand Inc. has agreed to pay $ 93 million and nearly 1.8 million common shares to buy 117 acres of land along the Las Vegas , Nev . , Strip as a site for its planned movie-studio and theme-park resort . ",expected has no relation to buy ,expected ,buy ,NONE
" causal </s></s> unrelated </s></s> UNIFIRST Corp. declared a 2-for-1 stock split . A year earlier UniFirst earned $ 2.4 million , or 24 cents a share adjusted for the split . ",declared has no relation to earned ,declared ,earned ,NONE
" causal </s></s> unrelated </s></s> The opinion , which found the gender distinction reasonable , relied heavily on outmoded generalities about family roles , including the flawed presumption that mothers have a closer relationship to their children than fathers do . ",generalities is the cause of opinion ,generalities ,opinion ,Cause-Effect
" causal </s></s> unrelated </s></s> The opinion , which found the gender distinction reasonable , relied heavily on outmoded generalities about family roles , including the flawed presumption that mothers have a closer relationship to their children than fathers do . ",presumption is the cause of opinion ,presumption ,opinion ,Cause-Effect
" causal </s></s> unrelated </s></s> The Justice Department , which supported the statute , did not cover itself with glory either . The opinion , which found the gender distinction reasonable , relied heavily on outmoded generalities about family roles , including the flawed presumption that mothers have a closer relationship to their children than fathers do . ",cover has no relation to found ,cover ,found ,NONE
" causal </s></s> unrelated </s></s> As Justice Stephen Breyer asked in a strong dissent , "" what sense does it make "" to apply citizenship barriers "" only to fathers and not to mothers in today 's world _ where paternity can readily be proved and where women and men both are likely to earn a living in the workplace ? "" The New York Times said in an editorial on Saturday , April 25 : The Supreme Court took a detour this week from the core principle of gender fairness it vindicated two years ago in its ruling invalidating the use of sexual stereotypes to justify denying women admission to the Virginia Military Institute . ",dissent has no relation to ruling ,dissent ,ruling ,NONE
" causal </s></s> unrelated </s></s> The 32 % state-owned DSM had eight million guilders of extraordinary charges in the latest quarter , mainly to reflect one-time losses in connection with the disposal of some operations . ",disposal is the cause of losses ,disposal ,losses ,Cause-Effect
 causal </s></s> unrelated </s></s> The charges were offset in part by a gain from the sale of the company 's construction division . ,gain is the cause of offset ,gain ,offset ,Cause-Effect
 causal </s></s> unrelated </s></s> The charges were offset in part by a gain from the sale of the company 's construction division . ,sale is the cause of gain ,sale ,gain ,Cause-Effect
 causal </s></s> unrelated </s></s> The earnings growth also was fueled by the company 's ability to cut net financing spending by half to around 15 million guilders . ,cut is the cause of growth ,cut ,growth ,Cause-Effect
 causal </s></s> unrelated </s></s> N.V. DSM said net income in the third quarter jumped 63 % as the company had substantially lower extraordinary charges to account for a restructuring program . ,jumped has no relation to account ,jumped ,account ,NONE
" causal </s></s> unrelated </s></s> Sales , however , were little changed at 2.46 billion guilders , compared with 2.42 billion guilders . The charges were offset in part by a gain from the sale of the company 's construction division . ",changed has no relation to sale ,changed ,sale ,NONE
" causal </s></s> unrelated </s></s> The 32 % state-owned DSM had eight million guilders of extraordinary charges in the latest quarter , mainly to reflect one-time losses in connection with the disposal of some operations . Last year , DSM had 71 million guilders of extraordinary charges for the restructuring program and other transactions . ",had has no relation to had ,had ,had ,NONE
" causal </s></s> unrelated </s></s> Also , substantially lower Dutch corporate tax rates helped the company keep its tax outlay flat relative to earnings growth , the company added . The earnings growth also was fueled by the company 's ability to cut net financing spending by half to around 15 million guilders . ",helped has no relation to fueled ,helped ,fueled ,NONE
 causal </s></s> unrelated </s></s> The offer is being launched pursuant to a previously announced agreement between the companies . ,agreement is the cause of launched ,agreement ,launched ,Cause-Effect
" causal </s></s> unrelated </s></s> Montedison currently owns about 72 % of Erbamont 's common shares outstanding . Italian chemical giant Montedison S.p.A., through its Montedison Acquisition N.V. indirect unit , began its $ 37-a-share tender offer for all the common shares outstanding of Erbamont N.V., a maker of pharmaceuticals incorporated in the Netherlands . ",owns has no relation to offer ,owns ,offer ,NONE
" causal </s></s> unrelated </s></s> The takeover would be followed by a restructuring of Orkem 's U.K. unit , including the addition of related Orkem businesses and possibly further acquisitions . ",takeover is the cause of restructuring ,takeover ,restructuring ,Cause-Effect
" causal </s></s> unrelated </s></s> The offer , which values the whole of Coates at # 301 million , has already been accepted by Coates executives and other shareholders owning 12.4 % of the company . Orkem S.A., a French state-controlled chemical manufacturer , is making a friendly bid of 470 pence ( $ 7.43 ) a share for the 59.2 % of U.K. specialty chemical group Coates Brothers PLC which it does n't already own , the two sides said . ",accepted has no relation to own ,accepted ,own ,NONE
" causal </s></s> unrelated </s></s> The other customers fled , and the police said it did not appear that anyone else was injured . Ms. Sanders was hit several times and was pronounced dead at the scene . ",appear has no relation to dead ,appear ,dead ,NONE
" causal </s></s> unrelated </s></s> The thrift holding company said it expects to obtain regulatory approval and complete the transaction by year-end . Pacific First Financial Corp. said shareholders approved its acquisition by Royal Trustco Ltd. of Toronto for $ 27 a share , or $ 212 million . ",expects has no relation to acquisition ,expects ,acquisition ,NONE
" causal </s></s> unrelated </s></s> Under certain circumstances , the rights would entitle Philip Morris holders to buy shares of either the company or its acquirer for half price . Philip Morris Cos . , New York , adopted a defense measure designed to make a hostile takeover prohibitively expensive . ",entitle has no relation to make ,entitle ,make ,NONE
" causal </s></s> unrelated </s></s> Although profits were "" squeezed "" in 1989 , mainly as a result of higher raw-material costs , the company said it is confident about future earnings and cash flow for 1990 and beyond . ",costs is the cause of squeezed ,costs ,squeezed ,Cause-Effect
" causal </s></s> unrelated </s></s> Although profits were "" squeezed "" in 1989 , mainly as a result of higher raw-material costs , the company said it is confident about future earnings and cash flow for 1990 and beyond . ",said has no relation to flow ,said ,flow ,NONE
" causal </s></s> unrelated </s></s> Crane Co. said it holds an 8.9 % stake in Milton Roy Corp., an analytical-instruments maker , and may seek control of the company . In the filing , Crane said that in the past it considered seeking control of Milton Roy , of St. Petersburg , Fla . , through a merger or tender offer and that it expects to continue to evaluate an acquisition from time to time . ",said has no relation to continue ,said ,continue ,NONE
" causal </s></s> unrelated </s></s> Ratners Group PLC , a fast-growing , acquisition-minded London-based jeweler , raised its price for Seattle-based specialty jeweler Weisfield 's Inc. to $ 57.50 a share , or $ 62.1 million , from $ 50 a share , or $ 55 million , after another concern said it would be prepared to outbid Ratners 's initial offer . The sweetened offer has acceptances from more than 50 % of Weisfield 's shareholders , and it is scheduled for completion by Dec . 10 . ",offer has no relation to has ,offer ,has ,NONE
" causal </s></s> unrelated </s></s> A spokesman for the Toronto cable television and telecommunications concern said the coupon rate has n't yet been fixed , but will probably be set at around 8 % . ROGERS COMMUNICATIONS Inc. said it plans to raise 175 million to 180 million Canadian dollars ( US $ 148.9 million to $ 153.3 million ) through a private placement of perpetual preferred shares . ",said has no relation to said ,said ,said ,NONE
" causal </s></s> unrelated </s></s> Columbia Savings amp Loan Association , reeling from thrift-accounting changes mandated by Congress and the recent collapse of the junk-bond market , announced a loss for the third quarter of $ 226.3 million , or $ 11.57 a share . ",changes is the cause of reeling ,changes ,reeling ,Cause-Effect
" causal </s></s> unrelated </s></s> The loss stems from $ 357.5 million of write-downs on Columbia 's $ 4.4 billion high-yield investment securities portfolio , which includes about $ 3.7 billion of junk bonds , $ 400 million of preferred stock , and Treasury securities . ",writedowns is the cause of loss ,writedowns ,loss ,Cause-Effect
" causal </s></s> unrelated </s></s> The adjustments result from the recently passed thrift-industry bailout legislation , which requires thrifts to divest all high-yield bond investments by 1994 . Thrift officials said the $ 300 million reserve will be adjusted quarterly and will reflect the rate of dispositions and market conditions . ",passed is the cause of adjusted ,passed ,adjusted ,Cause-Effect
" causal </s></s> unrelated </s></s> Previously , Columbia did n't have to adjust the book value of its junk-bond holdings to reflect declines in market prices , because it held the bonds as long-term investments . ",held is the cause of adjust ,held ,adjust ,Cause-Effect
" causal </s></s> unrelated </s></s> Because Columbia now must sell the bonds within five years , accounting rules require the thrift to value the bonds at the lower of cost or market prices . ",sell is the cause of require ,sell ,require ,Cause-Effect
" causal </s></s> unrelated </s></s> The price of Columbia shares has been cut nearly in half since August , when they traded at about $ 10 , as investors apparently realized that the thrift would be forced to take a big write-down . ",realized is the cause of cut ,realized ,cut ,Cause-Effect
" causal </s></s> unrelated </s></s> Columbia officials said they do n't know how quickly they will dispose of the thrift 's junk bonds , because federal regulations , such as those that would allow thrifts to continue holding the bonds in separately capitalized subsidiaries , have n't yet been completed . ",completed is the cause of know ,completed ,know ,Cause-Effect
" causal </s></s> unrelated </s></s> Columbia also has unrealized gains in its public equity securities portfolio of more than $ 70 million . Because Columbia now must sell the bonds within five years , accounting rules require the thrift to value the bonds at the lower of cost or market prices . ",has has no relation to value ,has ,value ,NONE
" causal </s></s> unrelated </s></s> Columbia announced the results after the close of the stock market . The adjustments result from the recently passed thrift-industry bailout legislation , which requires thrifts to divest all high-yield bond investments by 1994 . ",announced has no relation to requires ,announced ,requires ,NONE
" causal </s></s> unrelated </s></s> The stock 's decline accelerated in the past two weeks , from a price of $ 8 a share on Oct . 9 . Columbia Savings amp Loan Association , reeling from thrift-accounting changes mandated by Congress and the recent collapse of the junk-bond market , announced a loss for the third quarter of $ 226.3 million , or $ 11.57 a share . ",decline has no relation to mandated ,decline ,mandated ,NONE
" causal </s></s> unrelated </s></s> Columbia officials also said the thrift should n't face problems meeting regulatory capital requirements , despite the large reserves and write-downs and stiffer regulatory requirements that should be in place by year 's end . Columbia Savings amp Loan Association , reeling from thrift-accounting changes mandated by Congress and the recent collapse of the junk-bond market , announced a loss for the third quarter of $ 226.3 million , or $ 11.57 a share . ",face has no relation to changes ,face ,changes ,NONE
" causal </s></s> unrelated </s></s> Columbia also added $ 227.3 million to reserves for losses on the portfolio , increasing general reserves to $ 300 million , or about 6.7 % of the total portfolio , as of Sept . 30 . Columbia owes its spectacular growth in recent years to its junk-bond portfolio , the largest of any U.S. thrift . ",losses has no relation to owes ,losses ,owes ,NONE
" causal </s></s> unrelated </s></s> The loss stems from $ 357.5 million of write-downs on Columbia 's $ 4.4 billion high-yield investment securities portfolio , which includes about $ 3.7 billion of junk bonds , $ 400 million of preferred stock , and Treasury securities . The price of Columbia shares has been cut nearly in half since August , when they traded at about $ 10 , as investors apparently realized that the thrift would be forced to take a big write-down . ",loss has no relation to cut ,loss ,cut ,NONE
" causal </s></s> unrelated </s></s> Although many of the transactions related to those securities have n't been completed , Columbia said the ultimate gain on the sale of those assets will range from $ 200 million to $ 300 million . Columbia officials said they do n't know how quickly they will dispose of the thrift 's junk bonds , because federal regulations , such as those that would allow thrifts to continue holding the bonds in separately capitalized subsidiaries , have n't yet been completed . ",sale has no relation to completed ,sale ,completed ,NONE
" causal </s></s> unrelated </s></s> Statistics on acquisitions by foreigners vary in detail , because unlike Sansui , which is listed on the Tokyo and Osaka stock exchanges , most of the Japanese companies acquired by foreigners are privately held . ",held is the cause of vary ,held ,vary ,Cause-Effect
" causal </s></s> unrelated </s></s> While competitors moved production offshore in response to the sagging competitiveness of Japanese factories , Sansui lacked the money to build new plants in Southeast Asia . ",competitiveness is the cause of moved ,competitiveness ,moved ,Cause-Effect
" causal </s></s> unrelated </s></s> "" Whatever capital it ( Sansui ) needs so it can compete and become a totally global entity capable of competing with the best in the world , that capital will be injected , "" Mr. Nadir said . ",needs is the cause of compete ,needs ,compete ,Cause-Effect
" causal </s></s> unrelated </s></s> "" Whatever capital it ( Sansui ) needs so it can compete and become a totally global entity capable of competing with the best in the world , that capital will be injected , "" Mr. Nadir said . ",needs is the cause of become ,needs ,become ,Cause-Effect
" causal </s></s> unrelated </s></s> Whether Polly Peck 's acquisition makes sense remains to be seen , but at the news conference , Mr. Nadir brimmed with self-confidence that he can turn Sansui around . Sansui was late into the mini-component business and failed to branch into other new businesses . ",brimmed has no relation to branch ,brimmed ,branch ,NONE
" causal </s></s> unrelated </s></s> "" If you find sound , healthy companies in Japan , they are not for sale , "" said George Watanabe , a management-consultant at Tokyo-based Asia Advisory Services Inc. Last month , Polly Peck posted a 38 % jump in pretax profit for the first half to # 54.8 million from # 39.8 million on a 63 % rise in sales . ",find has no relation to jump ,find ,jump ,NONE
" causal </s></s> unrelated </s></s> In September , it announced plans to acquire the tropical-fruit business of RJR Nabisco Inc.'s Del Monte foods unit for # 557 million ( $ 878 million ) . Whether Polly Peck 's acquisition makes sense remains to be seen , but at the news conference , Mr. Nadir brimmed with self-confidence that he can turn Sansui around . ",acquire has no relation to seen ,acquire ,seen ,NONE
" causal </s></s> unrelated </s></s> Statistics on acquisitions by foreigners vary in detail , because unlike Sansui , which is listed on the Tokyo and Osaka stock exchanges , most of the Japanese companies acquired by foreigners are privately held . But analysts say Sansui is a special case . ",held has no relation to say ,held ,say ,NONE
 causal </s></s> unrelated </s></s> We are here because what happens on this island will also have an impact on the United States . ,impact is the cause of here ,impact ,here ,Cause-Effect
" causal </s></s> unrelated </s></s> Well , this is the eve of the Pope 's visit to one of the last bastions of Communism anywhere in the world , and it is already causing enormous expectations . ",visit is the cause of expectations ,visit ,expectations ,Cause-Effect
" causal </s></s> unrelated </s></s> Not all Cubans believe , but Castro has invited everyone to welcome the man who has been one of Communism 's most effective adversaries , and that 's why there is suspense . ",invited is the cause of suspense ,invited ,suspense ,Cause-Effect
" causal </s></s> unrelated </s></s> Today , hundreds of people from the US began to arrive , including some Cuban Americans who left here when Castro came to power and are returning to Havana for the first time . Incidentally , we just show up to do the broadcast , and Cubans want to know what we 're going to tell Americans , in many cases , what their relatives in the United States are going to hear . ",arrive has no relation to hear ,arrive ,hear ,NONE
" causal </s></s> unrelated </s></s> Not all Cubans believe , but Castro has invited everyone to welcome the man who has been one of Communism 's most effective adversaries , and that 's why there is suspense . This is quite an extraordinary story unfolding here . ",suspense has no relation to unfolding ,suspense ,unfolding ,NONE
" causal </s></s> unrelated </s></s> Incidentally , we just show up to do the broadcast , and Cubans want to know what we 're going to tell Americans , in many cases , what their relatives in the United States are going to hear . Well , this is the eve of the Pope 's visit to one of the last bastions of Communism anywhere in the world , and it is already causing enormous expectations . ",tell has no relation to expectations ,tell ,expectations ,NONE
" causal </s></s> unrelated </s></s> Sun Microsystems Inc., a computer maker , announced the effectiveness of its registration statement for $ 125 million of 6 3/8 % convertible subordinated debentures due Oct . 15 , 1999 . The company said the debentures are being issued at an issue price of $ 849 for each $ 1,000 principal amount and are convertible at any time prior to maturity at a conversion price of $ 25 a share . ",due has no relation to convertible ,due ,convertible ,NONE
" causal </s></s> unrelated </s></s> Chief Superintendent Al McHugh said the bomb discovered in the Irish Republic was destined for an unknown target in Northern Ireland and "" would have caused massive destruction . "" ",bomb is the cause of destruction ,bomb ,destruction ,Cause-Effect
 causal </s></s> unrelated </s></s> Extremists have bombed two predominantly pro-British Protestant towns and fired mortar shells at a police station since Sinn Fein was expelled from peace talks on Feb . 20 in punishment for two killings blamed on the Irish Republican Army . ,killings is the cause of expelled ,killings ,expelled ,Cause-Effect
 causal </s></s> unrelated </s></s> He said the north 's substantial Catholic minority demanded a settlement that would promote Northern Ireland 's eventual unification with the Irish Republic . ,settlement is the cause of unification ,settlement ,unification ,Cause-Effect
" causal </s></s> unrelated </s></s> Confrontations among Catholic protesters , Protestant marchers and the police have provoked widespread violence in Northern Ireland for the past three summers . ",Confrontations is the cause of violence ,Confrontations ,violence ,Cause-Effect
 causal </s></s> unrelated </s></s> An elderly Catholic man was hospitalized from cuts after a Protestant gasoline bomb landed in his back yard . ,cuts is the cause of hospitalized ,cuts ,hospitalized ,Cause-Effect
" causal </s></s> unrelated </s></s> Protesters from several Catholic communities crowded into Portadown 's Catholic Garvaghy Road to hear speakers demand negotiations with Orange Order leaders , and pledge to participate in each others ' road-blocking protests this summer . He said the north 's substantial Catholic minority demanded a settlement that would promote Northern Ireland 's eventual unification with the Irish Republic . ",participate has no relation to demanded ,participate ,demanded ,NONE
" causal </s></s> unrelated </s></s> Northern Ireland 's biggest Protestant party , the Ulster Unionists , is threatening to push for Sinn Fein 's expulsion once again . Protesters from several Catholic communities crowded into Portadown 's Catholic Garvaghy Road to hear speakers demand negotiations with Orange Order leaders , and pledge to participate in each others ' road-blocking protests this summer . ",expulsion has no relation to hear ,expulsion ,hear ,NONE
" causal </s></s> unrelated </s></s> We are Irish citizens , living in our own country , "" Adams said , adding : "" Nationalists want to move towards Irish unity and see this process as a bridge in that direction . "" Riot police in armored cars , shields and helmets prevented a few hundred Protestants , many waving British and Ulster flags , from interfering with the Catholics as they marched within Portadown 's few Catholic streets . ",living has no relation to marched ,living ,marched ,NONE
" causal </s></s> unrelated </s></s> Police found more than 1,300 pounds ( 600 kgs ) of fertilizer-based explosives Sunday in a shed in Dundalk , 50 miles ( 80 kms ) south of Belfast . Confrontations among Catholic protesters , Protestant marchers and the police have provoked widespread violence in Northern Ireland for the past three summers . ",found has no relation to violence ,found ,violence ,NONE
" causal </s></s> unrelated </s></s> The British and Irish governments , which cosponsor the multi-party talks that are supposed to conclude by May , invited Sinn Fein to rejoin two weeks ago . Northern Ireland 's biggest Protestant party , the Ulster Unionists , is threatening to push for Sinn Fein 's expulsion once again . ",invited has no relation to threatening ,invited ,threatening ,NONE
 causal </s></s> unrelated </s></s> Har - Shefi said she heard Amir talk about killing Rabin but did not tell the police because she did not believe he was serious . ,believe is the cause of tell ,believe ,tell ,Cause-Effect
" causal </s></s> unrelated </s></s> She also denied accusations made by Amir 's brother , Hagai , that she joined an anti-Arab underground movement . Har - Shefi said she heard Amir talk about killing Rabin but did not tell the police because she did not believe he was serious . ",made has no relation to tell ,made ,tell ,NONE
" causal </s></s> unrelated </s></s> First Security Corp. said it tentatively agreed to acquire Deseret Bancorp . Salt Lake City-based First Security , with $ 5.4 billion in assets , said the agreement is subject to shareholder and regulatory approval , and that it hopes to complete the transaction early next year . ",said has no relation to transaction ,said ,transaction ,NONE
 causal </s></s> unrelated </s></s> Pol Pot is considered responsible for the radical policies that led to the deaths of as many as 1.7 million Cambodians when the communist group held power in the late 1970s . ,policies is the cause of deaths ,policies ,deaths ,Cause-Effect
" causal </s></s> unrelated </s></s> But the group began to fall apart in mid-1996 after the defection of one of its top leaders , Ieng Sary . Pol Pot is considered responsible for the radical policies that led to the deaths of as many as 1.7 million Cambodians when the communist group held power in the late 1970s . ",defection has no relation to considered ,defection ,considered ,NONE
" causal </s></s> unrelated </s></s> The GM move follows Tuesday 's declaration by Ford , which holds an unwelcome 12.45 % stake in Jaguar , that it is prepared to bid for the entire company . ",declaration is the cause of move ,declaration ,move ,Cause-Effect
" causal </s></s> unrelated </s></s> And powerful political pressures may convince the Conservative government to keep its so-called golden share , which limits any individual holding to 15 % , until the restriction expires on Dec . 31 , 1990 . ",pressures is the cause of keep ,pressures ,keep ,Cause-Effect
 causal </s></s> unrelated </s></s> Ford might succeed because many shareholders are speculators keen for a full bid or institutional investors unhappy over Jaguar management 's handling of its current financial difficulties . ,are is the cause of succeed ,are ,succeed ,Cause-Effect
" causal </s></s> unrelated </s></s> In wooing British lawmakers , GM has pointed out that its willingness to settle for a minority stake would keep Jaguar British-owned and independent . ",willingness is the cause of Britishowned ,willingness ,Britishowned ,Cause-Effect
" causal </s></s> unrelated </s></s> In wooing British lawmakers , GM has pointed out that its willingness to settle for a minority stake would keep Jaguar British-owned and independent . ",willingness is the cause of independent ,willingness ,independent ,Cause-Effect
" causal </s></s> unrelated </s></s> Prime Minister Margaret Thatcher might , however , be receptive to any request by Jaguar Chairman Sir John Egan for the restriction 's early removal to let GM amass more than 15 % or mount a friendly suitor bid against Ford . ",removal is the cause of amass ,removal ,amass ,Cause-Effect
" causal </s></s> unrelated </s></s> Prime Minister Margaret Thatcher might , however , be receptive to any request by Jaguar Chairman Sir John Egan for the restriction 's early removal to let GM amass more than 15 % or mount a friendly suitor bid against Ford . ",removal is the cause of mount ,removal ,mount ,Cause-Effect
" causal </s></s> unrelated </s></s> Prime Minister Margaret Thatcher might , however , be receptive to any request by Jaguar Chairman Sir John Egan for the restriction 's early removal to let GM amass more than 15 % or mount a friendly suitor bid against Ford . GM sought U.S. antitrust clearance last week to purchase more than $ 15 million worth of Jaguar shares but does n't own any yet , according to GM officials here and at the company 's Detroit headquarters . ",amass has no relation to according ,amass ,according ,NONE
" causal </s></s> unrelated </s></s> GM sought U.S. antitrust clearance last week to purchase more than $ 15 million worth of Jaguar shares but does n't own any yet , according to GM officials here and at the company 's Detroit headquarters . GM is close to completing a friendly deal with Jaguar that is likely to involve an eventual 30 % stake and joint manufacturing ventures . ",clearance has no relation to deal ,clearance ,deal ,NONE
" causal </s></s> unrelated </s></s> "" There 's some price at which we 'd stop bidding . "" The No. 1 U.S. auto maker then wrote Jaguar that it intends "" to go to that 15 % "" level once it wins the U.S. clearance to go beyond $ 15 million , a Jaguar spokesman said yesterday . ",stop has no relation to go ,stop ,go ,NONE
" causal </s></s> unrelated </s></s> It has relinquished a golden share only once before -- during British Petroleum Co.'s # 2.5 billion ( $ 4 billion ) takeover of Britoil PLC in 1988 . He said Jaguar "" should n't be smothered by anyone else , "" recalled one participant . ",relinquished has no relation to smothered ,relinquished ,smothered ,NONE
" causal </s></s> unrelated </s></s> "" We will not go over a certain level , "" said David N. McCammon , Ford 's vice president for finance , at a news conference yesterday in Dearborn , Mich . "" I really do n't see the government doing something that Jaguar does n't want over the next 14 months , "" said Kenneth Warren , a Conservative member of Parliament and chairman of the Select Committee on Trade and Industry in Britain 's House of Commons . ",conference has no relation to see ,conference ,see ,NONE
" causal </s></s> unrelated </s></s> In wooing British lawmakers , GM has pointed out that its willingness to settle for a minority stake would keep Jaguar British-owned and independent . Prime Minister Margaret Thatcher might , however , be receptive to any request by Jaguar Chairman Sir John Egan for the restriction 's early removal to let GM amass more than 15 % or mount a friendly suitor bid against Ford . ",settle has no relation to bid ,settle ,bid ,NONE
" causal </s></s> unrelated </s></s> Ford is willing to bid for 100 % of Jaguar 's shares if both the government and Jaguar shareholders agree to relax the anti-takeover barrier prematurely . While the visit was unrelated to Jaguar , GM Chairman Roger Smith answered the legislators ' questions about it over lunch Tuesday . ",relax has no relation to answered ,relax ,answered ,NONE
" causal </s></s> unrelated </s></s> Lawrence Insurance , based in Albany , N.Y., plans to use the $ 22.5 million in proceeds to help finance the acquisition of United Republic . ",use is the cause of finance ,use ,finance ,Cause-Effect
" causal </s></s> unrelated </s></s> Lawrence Insurance , based in Albany , N.Y., plans to use the $ 22.5 million in proceeds to help finance the acquisition of United Republic . Lawrence Insurance also sold 3.2 million of its shares for $ 7.125 each to its parent , Lawrence Group Inc. ",help has no relation to sold ,help ,sold ,NONE
 causal </s></s> unrelated </s></s> The UN security council insists any deal must allow UN inspectors unrestricted access to all suspected weapons sites . ,deal is the cause of access ,deal ,access ,Cause-Effect
" causal </s></s> unrelated </s></s> A UN spokesman says UN secretary general Kofi Annan is on the verge of a breakthrough , but added it 's not done yet . The UN security council insists any deal must allow UN inspectors unrestricted access to all suspected weapons sites . ",done has no relation to allow ,done ,allow ,NONE
" causal </s></s> unrelated </s></s> THE HAGUE , Netherlands ( AP ) _ The World Court Friday rejected U.S. and British objections to a Libyan World Court case that has blocked the trial of two Libyans suspected of blowing up a Pan Am jumbo jet over Scotland in 1988 . ",objections is the cause of trial ,objections ,trial ,Cause-Effect
" causal </s></s> unrelated </s></s> Both U.S. and British officials filed objections to the court 's jurisdiction in 1995 , claiming Security Council resolutions imposed on Lybia to force the suspects ' extradition overruled a 1971 Convention which gives Libya the right to try the men . ",resolutions is the cause of extradition ,resolutions ,extradition ,Cause-Effect
" causal </s></s> unrelated </s></s> Libya , which brought the case to the United Nations ' highest judicial body in its dispute with the United States and Britain , hailed the ruling and said it would press anew for a trial in a third neutral country . ",hailed has no relation to press ,hailed ,press ,NONE
" causal </s></s> unrelated </s></s> Libya , which brought the case to the United Nations ' highest judicial body in its dispute with the United States and Britain , hailed the ruling and said it would press anew for a trial in a third neutral country . THE HAGUE , Netherlands ( AP ) _ The World Court Friday rejected U.S. and British objections to a Libyan World Court case that has blocked the trial of two Libyans suspected of blowing up a Pan Am jumbo jet over Scotland in 1988 . ",hailed has no relation to blowing ,hailed ,blowing ,NONE
 causal </s></s> unrelated </s></s> Now the ninth US circuit court of appeals has ruled that the original appeal was flawed since it brought up issues that had not been raised before . ,brought is the cause of flawed ,brought ,flawed ,Cause-Effect
 causal </s></s> unrelated </s></s> Keating 's convictions were thrown out in nineteen ninety-six on a technicality . In nineteen ninety-one Charles Keating was convicted in state court of helping to defraud thousands of investors who bought high risk junk bonds sold by Keating 's employees at Lincoln savings and loan . ,convictions has no relation to convicted ,convictions ,convicted ,NONE
" causal </s></s> unrelated </s></s> U.S. Trust , a 136-year-old institution that is one of the earliest high-net worth banks in the U.S., has faced intensifying competition from other firms that have established , and heavily promoted , private-banking businesses of their own . As a result , U.S. Trust 's earnings have been hurt . ",faced is the cause of hurt ,faced ,hurt ,Cause-Effect
" causal </s></s> unrelated </s></s> U.S. Trust recently introduced certain mutual-fund products , which allow it to serve customers with minimum deposits of $ 250,000 . ",introduced is the cause of serve ,introduced ,serve ,Cause-Effect
" causal </s></s> unrelated </s></s> But Mr. Schwarz welcomes the competition in U.S. Trust 's flagship businesses , calling it "" flattery . "" Mr. Schwarz , 52 years old , will succeed Daniel P. Davison Feb . 1 , soon after Mr. Davison reaches the company 's mandatory retirement age of 65 . ",calling has no relation to reaches ,calling ,reaches ,NONE
" causal </s></s> unrelated </s></s> Mr. Roberts continues as treasurer , and Mr. Wonham remains responsible for the offices of comptroller , planning , marketing and general services . As a result , U.S. Trust 's earnings have been hurt . ",continues has no relation to hurt ,continues ,hurt ,NONE
