Source sentence,Answer sentence,event1,event2,label,type
" causal </s></s> unrelated </s></s> O'Brien , fired on June 8 , is seeking up to $6 million in a breach - of - contract suit against Ohio State . ",fired is the cause of suit ,fired ,suit ,Cause-Effect,intra
" causal </s></s> unrelated </s></s> O'Brien , fired on June 8 , is seeking up to $6 million in a breach - of - contract suit against Ohio State . ",seeking has no relation to suit ,seeking ,suit ,NONE,intra
" causal </s></s> unrelated </s></s> O'Brien , fired on June 8 , is seeking up to $6 million in a breach - of - contract suit against Ohio State . ",suit has no relation to seeking ,suit ,seeking ,NONE,intra
" causal </s></s> unrelated </s></s> O'Brien , fired on June 8 , is seeking up to $6 million in a breach - of - contract suit against Ohio State . ",seeking has no relation to fired ,seeking ,fired ,NONE,intra
" causal </s></s> unrelated </s></s> O'Brien , fired on June 8 , is seeking up to $6 million in a breach - of - contract suit against Ohio State . ",fired has no relation to seeking ,fired ,seeking ,NONE,intra
" causal </s></s> unrelated </s></s> O'Brien , fired on June 8 , is seeking up to $6 million in a breach - of - contract suit against Ohio State . ",suit has no relation to seeking ,suit ,seeking ,NONE,intra
" causal </s></s> unrelated </s></s> O'Brien , fired on June 8 , is seeking up to $6 million in a breach - of - contract suit against Ohio State . ",seeking has no relation to suit ,seeking ,suit ,NONE,intra
" causal </s></s> unrelated </s></s> O'Brien , fired on June 8 , is seeking up to $6 million in a breach - of - contract suit against Ohio State . ",suit has no relation to seeking ,suit ,seeking ,NONE,intra
" causal </s></s> unrelated </s></s> O'Brien , fired on June 8 , is seeking up to $6 million in a breach - of - contract suit against Ohio State . ",seeking has no relation to fired ,seeking ,fired ,NONE,intra
" causal </s></s> unrelated </s></s> O'Brien , fired on June 8 , is seeking up to $6 million in a breach - of - contract suit against Ohio State . ",fired has no relation to seeking ,fired ,seeking ,NONE,intra
" causal </s></s> unrelated </s></s> O'Brien , fired on June 8 , is seeking up to $6 million in a breach - of - contract suit against Ohio State . ",seeking has no relation to suit ,seeking ,suit ,NONE,intra
" causal </s></s> unrelated </s></s> O'Brien , fired on June 8 , is seeking up to $6 million in a breach - of - contract suit against Ohio State . ",fired has no relation to seeking ,fired ,seeking ,NONE,intra
" causal </s></s> unrelated </s></s> O'Brien , fired on June 8 , is seeking up to $6 million in a breach - of - contract suit against Ohio State . ",suit has no relation to seeking ,suit ,seeking ,NONE,intra
" causal </s></s> unrelated </s></s> O'Brien , fired on June 8 , is seeking up to $6 million in a breach - of - contract suit against Ohio State . ",seeking has no relation to fired ,seeking ,fired ,NONE,intra
" causal </s></s> unrelated </s></s> O'Brien , fired on June 8 , is seeking up to $6 million in a breach - of - contract suit against Ohio State . ",seeking has no relation to suit ,seeking ,suit ,NONE,intra
" causal </s></s> unrelated </s></s> O'Brien , fired on June 8 , is seeking up to $6 million in a breach - of - contract suit against Ohio State . ",seeking has no relation to suit ,seeking ,suit ,NONE,intra
" causal </s></s> unrelated </s></s> Billy King spun the 76ers' head coach revolving door again yesterday , pushing out Jim O'Brien after just one season and bringing in Maurice Cheeks , the popular former Sixers player and assistant coach , as O'Brien's replacement . ",spun is the cause of replacement ,spun ,replacement ,Cause-Effect,intra
" causal </s></s> unrelated </s></s> Cheeks returns as Sixers' fixer Jim O'Brien was shown the door after a single tumultuous season . Billy King spun the 76ers' head coach revolving door again yesterday , pushing out Jim O'Brien after just one season and bringing in Maurice Cheeks , the popular former Sixers player and assistant coach , as O'Brien's replacement . ",shown door is the cause of bringing in ,shown door ,bringing in ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> King said that when he broke the news yesterday to O'Brien , ""He asked why , and I told him that I just felt there were some things that took place that I don't think will change and we're going to make a change . Cheeks returns as Sixers' fixer Jim O'Brien was shown the door after a single tumultuous season . ",change is the cause of shown door ,change ,shown door ,Cause-Effect,inter
 causal </s></s> unrelated </s></s> Cheeks returns as Sixers' fixer Jim O'Brien was shown the door after a single tumultuous season . ,shown door is the cause of returns ,shown door ,returns ,Cause-Effect,intra
" causal </s></s> unrelated </s></s> Nearly three weeks after the Sixers ended their season , King decided to fire O'Brien , who still has two years and $8 million left on the contract he signed when he was hired by the Sixers on April 21 , 2004 . Billy King spun the 76ers' head coach revolving door again yesterday , pushing out Jim O'Brien after just one season and bringing in Maurice Cheeks , the popular former Sixers player and assistant coach , as O'Brien's replacement . ",fire is the cause of replacement ,fire ,replacement ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> Billy King spun the 76ers' head coach revolving door again yesterday , pushing out Jim O'Brien after just one season and bringing in Maurice Cheeks , the popular former Sixers player and assistant coach , as O'Brien's replacement . ",bringing in is the cause of spun ,bringing in ,spun ,Cause-Effect,intra
" causal </s></s> unrelated </s></s> King said he decided on Saturday to fire O'Brien , and then checked with Cheeks to see if he'd be interested in the job . Billy King spun the 76ers' head coach revolving door again yesterday , pushing out Jim O'Brien after just one season and bringing in Maurice Cheeks , the popular former Sixers player and assistant coach , as O'Brien's replacement . ",fire is the cause of spun ,fire ,spun ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> Cheeks is in . Cheeks said he would be , and King called him again yesterday and reached a deal after notifying O'Brien of his decision . ",in is the cause of decision ,in ,decision ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> King said that when he broke the news yesterday to O'Brien , ""He asked why , and I told him that I just felt there were some things that took place that I don't think will change and we're going to make a change . King said he decided on Saturday to fire O'Brien , and then checked with Cheeks to see if he'd be interested in the job . ",took place is the cause of fire ,took place ,fire ,Cause-Effect,inter
 causal </s></s> unrelated </s></s> But O'Brien is gone now . Cheeks returns as Sixers' fixer Jim O'Brien was shown the door after a single tumultuous season . ,gone is the cause of returns ,gone ,returns ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> Nearly three weeks after the Sixers ended their season , King decided to fire O'Brien , who still has two years and $8 million left on the contract he signed when he was hired by the Sixers on April 21 , 2004 . Billy King spun the 76ers' head coach revolving door again yesterday , pushing out Jim O'Brien after just one season and bringing in Maurice Cheeks , the popular former Sixers player and assistant coach , as O'Brien's replacement . ",hired is the cause of pushing out ,hired ,pushing out ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> But O'Brien is gone now . King said that when he broke the news yesterday to O'Brien , ""He asked why , and I told him that I just felt there were some things that took place that I don't think will change and we're going to make a change . ",gone is the cause of change ,gone ,change ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> Billy King spun the 76ers' head coach revolving door again yesterday , pushing out Jim O'Brien after just one season and bringing in Maurice Cheeks , the popular former Sixers player and assistant coach , as O'Brien's replacement . ",pushing out is the cause of spun ,pushing out ,spun ,Cause-Effect,intra
" causal </s></s> unrelated </s></s> Cheeks said he would be , and King called him again yesterday and reached a deal after notifying O'Brien of his decision . Billy King spun the 76ers' head coach revolving door again yesterday , pushing out Jim O'Brien after just one season and bringing in Maurice Cheeks , the popular former Sixers player and assistant coach , as O'Brien's replacement . ",called is the cause of bringing in ,called ,bringing in ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> King said he decided on Saturday to fire O'Brien , and then checked with Cheeks to see if he'd be interested in the job . King said that when he broke the news yesterday to O'Brien , ""He asked why , and I told him that I just felt there were some things that took place that I don't think will change and we're going to make a change . ",fire is the cause of change ,fire ,change ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> But O'Brien is gone now . Billy King spun the 76ers' head coach revolving door again yesterday , pushing out Jim O'Brien after just one season and bringing in Maurice Cheeks , the popular former Sixers player and assistant coach , as O'Brien's replacement . ",gone is the cause of spun ,gone ,spun ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> Billy King spun the 76ers' head coach revolving door again yesterday , pushing out Jim O'Brien after just one season and bringing in Maurice Cheeks , the popular former Sixers player and assistant coach , as O'Brien's replacement . ",pushing out is the cause of bringing in ,pushing out ,bringing in ,Cause-Effect,intra
" causal </s></s> unrelated </s></s> But O'Brien is gone now . Cheeks said he would be , and King called him again yesterday and reached a deal after notifying O'Brien of his decision . ",gone is the cause of reached ,gone ,reached ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> Nearly three weeks after the Sixers ended their season , King decided to fire O'Brien , who still has two years and $8 million left on the contract he signed when he was hired by the Sixers on April 21 , 2004 . Cheeks said he would be , and King called him again yesterday and reached a deal after notifying O'Brien of his decision . ",fire is the cause of reached ,fire ,reached ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> Billy King spun the 76ers' head coach revolving door again yesterday , pushing out Jim O'Brien after just one season and bringing in Maurice Cheeks , the popular former Sixers player and assistant coach , as O'Brien's replacement . ",pushing out is the cause of replacement ,pushing out ,replacement ,Cause-Effect,intra
" causal </s></s> unrelated </s></s> King said he decided on Saturday to fire O'Brien , and then checked with Cheeks to see if he'd be interested in the job . Cheeks is in . ",fire is the cause of in ,fire ,in ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> Cheeks returns as Sixers' fixer Jim O'Brien was shown the door after a single tumultuous season . Cheeks said he would be , and King called him again yesterday and reached a deal after notifying O'Brien of his decision . ",returns is the cause of decision ,returns ,decision ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> Nearly three weeks after the Sixers ended their season , King decided to fire O'Brien , who still has two years and $8 million left on the contract he signed when he was hired by the Sixers on April 21 , 2004 . Billy King spun the 76ers' head coach revolving door again yesterday , pushing out Jim O'Brien after just one season and bringing in Maurice Cheeks , the popular former Sixers player and assistant coach , as O'Brien's replacement . ",fire is the cause of spun ,fire ,spun ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> Cheeks returns as Sixers' fixer Jim O'Brien was shown the door after a single tumultuous season . Cheeks said he would be , and King called him again yesterday and reached a deal after notifying O'Brien of his decision . ",shown door is the cause of reached ,shown door ,reached ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> Cheeks returns as Sixers' fixer Jim O'Brien was shown the door after a single tumultuous season . Billy King spun the 76ers' head coach revolving door again yesterday , pushing out Jim O'Brien after just one season and bringing in Maurice Cheeks , the popular former Sixers player and assistant coach , as O'Brien's replacement . ",shown door is the cause of spun ,shown door ,spun ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> Billy King spun the 76ers' head coach revolving door again yesterday , pushing out Jim O'Brien after just one season and bringing in Maurice Cheeks , the popular former Sixers player and assistant coach , as O'Brien's replacement . Cheeks said he would be , and King called him again yesterday and reached a deal after notifying O'Brien of his decision . ",pushing out is the cause of reached ,pushing out ,reached ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> Billy King spun the 76ers' head coach revolving door again yesterday , pushing out Jim O'Brien after just one season and bringing in Maurice Cheeks , the popular former Sixers player and assistant coach , as O'Brien's replacement . ",bringing in is the cause of replacement ,bringing in ,replacement ,Cause-Effect,intra
" causal </s></s> unrelated </s></s> Nearly three weeks after the Sixers ended their season , King decided to fire O'Brien , who still has two years and $8 million left on the contract he signed when he was hired by the Sixers on April 21 , 2004 . King said he decided on Saturday to fire O'Brien , and then checked with Cheeks to see if he'd be interested in the job . ",fire is the cause of job ,fire ,job ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> King said that when he broke the news yesterday to O'Brien , ""He asked why , and I told him that I just felt there were some things that took place that I don't think will change and we're going to make a change . King said he decided on Saturday to fire O'Brien , and then checked with Cheeks to see if he'd be interested in the job . ",change is the cause of fire ,change ,fire ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> Cheeks returns as Sixers' fixer Jim O'Brien was shown the door after a single tumultuous season . Billy King spun the 76ers' head coach revolving door again yesterday , pushing out Jim O'Brien after just one season and bringing in Maurice Cheeks , the popular former Sixers player and assistant coach , as O'Brien's replacement . ",shown door is the cause of replacement ,shown door ,replacement ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> But O'Brien is gone now . Billy King spun the 76ers' head coach revolving door again yesterday , pushing out Jim O'Brien after just one season and bringing in Maurice Cheeks , the popular former Sixers player and assistant coach , as O'Brien's replacement . ",gone is the cause of bringing in ,gone ,bringing in ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> King said that when he broke the news yesterday to O'Brien , ""He asked why , and I told him that I just felt there were some things that took place that I don't think will change and we're going to make a change . Billy King spun the 76ers' head coach revolving door again yesterday , pushing out Jim O'Brien after just one season and bringing in Maurice Cheeks , the popular former Sixers player and assistant coach , as O'Brien's replacement . ",took place is the cause of pushing out ,took place ,pushing out ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> King said that when he broke the news yesterday to O'Brien , ""He asked why , and I told him that I just felt there were some things that took place that I don't think will change and we're going to make a change . Nearly three weeks after the Sixers ended their season , King decided to fire O'Brien , who still has two years and $8 million left on the contract he signed when he was hired by the Sixers on April 21 , 2004 . ",change is the cause of fire ,change ,fire ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> But O'Brien is gone now . Billy King spun the 76ers' head coach revolving door again yesterday , pushing out Jim O'Brien after just one season and bringing in Maurice Cheeks , the popular former Sixers player and assistant coach , as O'Brien's replacement . ",gone is the cause of replacement ,gone ,replacement ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> Nearly three weeks after the Sixers ended their season , King decided to fire O'Brien , who still has two years and $8 million left on the contract he signed when he was hired by the Sixers on April 21 , 2004 . ",hired is the cause of fire ,hired ,fire ,Cause-Effect,intra
" causal </s></s> unrelated </s></s> Cheeks returns as Sixers' fixer Jim O'Brien was shown the door after a single tumultuous season . King said he decided on Saturday to fire O'Brien , and then checked with Cheeks to see if he'd be interested in the job . ",shown door is the cause of job ,shown door ,job ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> Nearly three weeks after the Sixers ended their season , King decided to fire O'Brien , who still has two years and $8 million left on the contract he signed when he was hired by the Sixers on April 21 , 2004 . King said he decided on Saturday to fire O'Brien , and then checked with Cheeks to see if he'd be interested in the job . ",hired is the cause of fire ,hired ,fire ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> Nearly three weeks after the Sixers ended their season , King decided to fire O'Brien , who still has two years and $8 million left on the contract he signed when he was hired by the Sixers on April 21 , 2004 . Cheeks returns as Sixers' fixer Jim O'Brien was shown the door after a single tumultuous season . ",hired is the cause of shown door ,hired ,shown door ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> Billy King spun the 76ers' head coach revolving door again yesterday , pushing out Jim O'Brien after just one season and bringing in Maurice Cheeks , the popular former Sixers player and assistant coach , as O'Brien's replacement . Cheeks is in . ",pushing out is the cause of in ,pushing out ,in ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> King said he decided on Saturday to fire O'Brien , and then checked with Cheeks to see if he'd be interested in the job . Billy King spun the 76ers' head coach revolving door again yesterday , pushing out Jim O'Brien after just one season and bringing in Maurice Cheeks , the popular former Sixers player and assistant coach , as O'Brien's replacement . ",fire is the cause of bringing in ,fire ,bringing in ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> Cheeks said he would be , and King called him again yesterday and reached a deal after notifying O'Brien of his decision . ",called is the cause of reached ,called ,reached ,Cause-Effect,intra
" causal </s></s> unrelated </s></s> But O'Brien is gone now . King said he decided on Saturday to fire O'Brien , and then checked with Cheeks to see if he'd be interested in the job . ",gone is the cause of job ,gone ,job ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> Nearly three weeks after the Sixers ended their season , King decided to fire O'Brien , who still has two years and $8 million left on the contract he signed when he was hired by the Sixers on April 21 , 2004 . King said that when he broke the news yesterday to O'Brien , ""He asked why , and I told him that I just felt there were some things that took place that I don't think will change and we're going to make a change . ",fire is the cause of change ,fire ,change ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> Cheeks returns as Sixers' fixer Jim O'Brien was shown the door after a single tumultuous season . Billy King spun the 76ers' head coach revolving door again yesterday , pushing out Jim O'Brien after just one season and bringing in Maurice Cheeks , the popular former Sixers player and assistant coach , as O'Brien's replacement . ",returns is the cause of spun ,returns ,spun ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> King said that when he broke the news yesterday to O'Brien , ""He asked why , and I told him that I just felt there were some things that took place that I don't think will change and we're going to make a change . Billy King spun the 76ers' head coach revolving door again yesterday , pushing out Jim O'Brien after just one season and bringing in Maurice Cheeks , the popular former Sixers player and assistant coach , as O'Brien's replacement . ",change is the cause of pushing out ,change ,pushing out ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> King said he decided on Saturday to fire O'Brien , and then checked with Cheeks to see if he'd be interested in the job . Cheeks said he would be , and King called him again yesterday and reached a deal after notifying O'Brien of his decision . ",fire is the cause of reached ,fire ,reached ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> Billy King spun the 76ers' head coach revolving door again yesterday , pushing out Jim O'Brien after just one season and bringing in Maurice Cheeks , the popular former Sixers player and assistant coach , as O'Brien's replacement . Cheeks said he would be , and King called him again yesterday and reached a deal after notifying O'Brien of his decision . ",bringing in is the cause of decision ,bringing in ,decision ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> Cheeks said he would be , and King called him again yesterday and reached a deal after notifying O'Brien of his decision . Cheeks is in . ",called is the cause of in ,called ,in ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> Nearly three weeks after the Sixers ended their season , King decided to fire O'Brien , who still has two years and $8 million left on the contract he signed when he was hired by the Sixers on April 21 , 2004 . But O'Brien is gone now . ",hired is the cause of gone ,hired ,gone ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> Cheeks is in . Billy King spun the 76ers' head coach revolving door again yesterday , pushing out Jim O'Brien after just one season and bringing in Maurice Cheeks , the popular former Sixers player and assistant coach , as O'Brien's replacement . ",in is the cause of spun ,in ,spun ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> Cheeks returns as Sixers' fixer Jim O'Brien was shown the door after a single tumultuous season . King said that when he broke the news yesterday to O'Brien , ""He asked why , and I told him that I just felt there were some things that took place that I don't think will change and we're going to make a change . ",shown door is the cause of change ,shown door ,change ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> King said he decided on Saturday to fire O'Brien , and then checked with Cheeks to see if he'd be interested in the job . Billy King spun the 76ers' head coach revolving door again yesterday , pushing out Jim O'Brien after just one season and bringing in Maurice Cheeks , the popular former Sixers player and assistant coach , as O'Brien's replacement . ",fire is the cause of replacement ,fire ,replacement ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> Cheeks said he would be , and King called him again yesterday and reached a deal after notifying O'Brien of his decision . Cheeks returns as Sixers' fixer Jim O'Brien was shown the door after a single tumultuous season . ",called is the cause of returns ,called ,returns ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> Cheeks said he would be , and King called him again yesterday and reached a deal after notifying O'Brien of his decision . ",reached is the cause of decision ,reached ,decision ,Cause-Effect,intra
" causal </s></s> unrelated </s></s> Billy King spun the 76ers' head coach revolving door again yesterday , pushing out Jim O'Brien after just one season and bringing in Maurice Cheeks , the popular former Sixers player and assistant coach , as O'Brien's replacement . King said he decided on Saturday to fire O'Brien , and then checked with Cheeks to see if he'd be interested in the job . ",pushing out is the cause of job ,pushing out ,job ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> Nearly three weeks after the Sixers ended their season , King decided to fire O'Brien , who still has two years and $8 million left on the contract he signed when he was hired by the Sixers on April 21 , 2004 . Billy King spun the 76ers' head coach revolving door again yesterday , pushing out Jim O'Brien after just one season and bringing in Maurice Cheeks , the popular former Sixers player and assistant coach , as O'Brien's replacement . ",fire is the cause of bringing in ,fire ,bringing in ,Cause-Effect,inter
 causal </s></s> unrelated </s></s> Cheeks returns as Sixers' fixer Jim O'Brien was shown the door after a single tumultuous season . Cheeks is in . ,shown door is the cause of in ,shown door ,in ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> King said that when he broke the news yesterday to O'Brien , ""He asked why , and I told him that I just felt there were some things that took place that I don't think will change and we're going to make a change . But O'Brien is gone now . ",took place is the cause of gone ,took place ,gone ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> Billy King spun the 76ers' head coach revolving door again yesterday , pushing out Jim O'Brien after just one season and bringing in Maurice Cheeks , the popular former Sixers player and assistant coach , as O'Brien's replacement . King said that when he broke the news yesterday to O'Brien , ""He asked why , and I told him that I just felt there were some things that took place that I don't think will change and we're going to make a change . ",pushing out is the cause of change ,pushing out ,change ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> Nearly three weeks after the Sixers ended their season , King decided to fire O'Brien , who still has two years and $8 million left on the contract he signed when he was hired by the Sixers on April 21 , 2004 . Cheeks returns as Sixers' fixer Jim O'Brien was shown the door after a single tumultuous season . ",fire is the cause of returns ,fire ,returns ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> King said that when he broke the news yesterday to O'Brien , ""He asked why , and I told him that I just felt there were some things that took place that I don't think will change and we're going to make a change . But O'Brien is gone now . ",change is the cause of gone ,change ,gone ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> Cheeks said he would be , and King called him again yesterday and reached a deal after notifying O'Brien of his decision . Billy King spun the 76ers' head coach revolving door again yesterday , pushing out Jim O'Brien after just one season and bringing in Maurice Cheeks , the popular former Sixers player and assistant coach , as O'Brien's replacement . ",reached is the cause of replacement ,reached ,replacement ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> Billy King spun the 76ers' head coach revolving door again yesterday , pushing out Jim O'Brien after just one season and bringing in Maurice Cheeks , the popular former Sixers player and assistant coach , as O'Brien's replacement . Cheeks returns as Sixers' fixer Jim O'Brien was shown the door after a single tumultuous season . ",pushing out is the cause of returns ,pushing out ,returns ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> Nearly three weeks after the Sixers ended their season , King decided to fire O'Brien , who still has two years and $8 million left on the contract he signed when he was hired by the Sixers on April 21 , 2004 . Cheeks is in . ",fire is the cause of in ,fire ,in ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> King said that when he broke the news yesterday to O'Brien , ""He asked why , and I told him that I just felt there were some things that took place that I don't think will change and we're going to make a change . Cheeks returns as Sixers' fixer Jim O'Brien was shown the door after a single tumultuous season . ",took place is the cause of shown door ,took place ,shown door ,Cause-Effect,inter
 causal </s></s> unrelated </s></s> But O'Brien is gone now . Cheeks is in . ,gone is the cause of in ,gone ,in ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> King said he decided on Saturday to fire O'Brien , and then checked with Cheeks to see if he'd be interested in the job . Cheeks returns as Sixers' fixer Jim O'Brien was shown the door after a single tumultuous season . ",fire is the cause of returns ,fire ,returns ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> Cheeks returns as Sixers' fixer Jim O'Brien was shown the door after a single tumultuous season . Billy King spun the 76ers' head coach revolving door again yesterday , pushing out Jim O'Brien after just one season and bringing in Maurice Cheeks , the popular former Sixers player and assistant coach , as O'Brien's replacement . ",returns is the cause of replacement ,returns ,replacement ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> Cheeks said he would be , and King called him again yesterday and reached a deal after notifying O'Brien of his decision . Billy King spun the 76ers' head coach revolving door again yesterday , pushing out Jim O'Brien after just one season and bringing in Maurice Cheeks , the popular former Sixers player and assistant coach , as O'Brien's replacement . ",reached is the cause of spun ,reached ,spun ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> King said that when he broke the news yesterday to O'Brien , ""He asked why , and I told him that I just felt there were some things that took place that I don't think will change and we're going to make a change . Nearly three weeks after the Sixers ended their season , King decided to fire O'Brien , who still has two years and $8 million left on the contract he signed when he was hired by the Sixers on April 21 , 2004 . ",took place is the cause of fire ,took place ,fire ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> Cheeks is in . Billy King spun the 76ers' head coach revolving door again yesterday , pushing out Jim O'Brien after just one season and bringing in Maurice Cheeks , the popular former Sixers player and assistant coach , as O'Brien's replacement . ",in is the cause of replacement ,in ,replacement ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> King said he decided on Saturday to fire O'Brien , and then checked with Cheeks to see if he'd be interested in the job . ",fire is the cause of job ,fire ,job ,Cause-Effect,intra
" causal </s></s> unrelated </s></s> King said he decided on Saturday to fire O'Brien , and then checked with Cheeks to see if he'd be interested in the job . Billy King spun the 76ers' head coach revolving door again yesterday , pushing out Jim O'Brien after just one season and bringing in Maurice Cheeks , the popular former Sixers player and assistant coach , as O'Brien's replacement . ",said has no relation to spun ,said ,spun ,NONE,inter
" causal </s></s> unrelated </s></s> King said he decided on Saturday to fire O'Brien , and then checked with Cheeks to see if he'd be interested in the job . ",see has no relation to decided ,see ,decided ,NONE,intra
" causal </s></s> unrelated </s></s> King said he decided on Saturday to fire O'Brien , and then checked with Cheeks to see if he'd be interested in the job . But O'Brien is gone now . ",fire has no relation to gone ,fire ,gone ,NONE,inter
" causal </s></s> unrelated </s></s> King said that when he broke the news yesterday to O'Brien , ""He asked why , and I told him that I just felt there were some things that took place that I don't think will change and we're going to make a change . Cheeks said he would be , and King called him again yesterday and reached a deal after notifying O'Brien of his decision . ",told has no relation to called ,told ,called ,NONE,inter
" causal </s></s> unrelated </s></s> King said he decided on Saturday to fire O'Brien , and then checked with Cheeks to see if he'd be interested in the job . King said that when he broke the news yesterday to O'Brien , ""He asked why , and I told him that I just felt there were some things that took place that I don't think will change and we're going to make a change . ",decided has no relation to asked ,decided ,asked ,NONE,inter
" causal </s></s> unrelated </s></s> King said that when he broke the news yesterday to O'Brien , ""He asked why , and I told him that I just felt there were some things that took place that I don't think will change and we're going to make a change . ",news has no relation to said ,news ,said ,NONE,intra
" causal </s></s> unrelated </s></s> But O'Brien is gone now . Cheeks said he would be , and King called him again yesterday and reached a deal after notifying O'Brien of his decision . ",gone has no relation to notifying ,gone ,notifying ,NONE,inter
" causal </s></s> unrelated </s></s> Cheeks said he would be , and King called him again yesterday and reached a deal after notifying O'Brien of his decision . ",notifying has no relation to called ,notifying ,called ,NONE,intra
" causal </s></s> unrelated </s></s> King said that when he broke the news yesterday to O'Brien , ""He asked why , and I told him that I just felt there were some things that took place that I don't think will change and we're going to make a change . But O'Brien is gone now . ",broke has no relation to gone ,broke ,gone ,NONE,inter
" causal </s></s> unrelated </s></s> Billy King spun the 76ers' head coach revolving door again yesterday , pushing out Jim O'Brien after just one season and bringing in Maurice Cheeks , the popular former Sixers player and assistant coach , as O'Brien's replacement . King said that when he broke the news yesterday to O'Brien , ""He asked why , and I told him that I just felt there were some things that took place that I don't think will change and we're going to make a change . ",spun has no relation to going ,spun ,going ,NONE,inter
" causal </s></s> unrelated </s></s> King said that when he broke the news yesterday to O'Brien , ""He asked why , and I told him that I just felt there were some things that took place that I don't think will change and we're going to make a change . Nearly three weeks after the Sixers ended their season , King decided to fire O'Brien , who still has two years and $8 million left on the contract he signed when he was hired by the Sixers on April 21 , 2004 . ",change has no relation to signed ,change ,signed ,NONE,inter
" causal </s></s> unrelated </s></s> King said he decided on Saturday to fire O'Brien , and then checked with Cheeks to see if he'd be interested in the job . Nearly three weeks after the Sixers ended their season , King decided to fire O'Brien , who still has two years and $8 million left on the contract he signed when he was hired by the Sixers on April 21 , 2004 . ",fire has no relation to season ,fire ,season ,NONE,inter
" causal </s></s> unrelated </s></s> King said that when he broke the news yesterday to O'Brien , ""He asked why , and I told him that I just felt there were some things that took place that I don't think will change and we're going to make a change . ",took place has no relation to said ,took place ,said ,NONE,intra
" causal </s></s> unrelated </s></s> Cheeks said he would be , and King called him again yesterday and reached a deal after notifying O'Brien of his decision . ",notifying has no relation to reached ,notifying ,reached ,NONE,intra
" causal </s></s> unrelated </s></s> King said he decided on Saturday to fire O'Brien , and then checked with Cheeks to see if he'd be interested in the job . Cheeks said he would be , and King called him again yesterday and reached a deal after notifying O'Brien of his decision . ",fire has no relation to said ,fire ,said ,NONE,inter
" causal </s></s> unrelated </s></s> Nearly three weeks after the Sixers ended their season , King decided to fire O'Brien , who still has two years and $8 million left on the contract he signed when he was hired by the Sixers on April 21 , 2004 . King said that when he broke the news yesterday to O'Brien , ""He asked why , and I told him that I just felt there were some things that took place that I don't think will change and we're going to make a change . ",decided has no relation to change ,decided ,change ,NONE,inter
