Source sentence,Answer sentence,Event1,Event2,labels
Tens of thousands of people took to the streets in a nationwide strike to protest new taxes and government spending cuts demanded by the International Monetary Fund and other European nations before heavily indebted Greece gets a euro110 billion ( $141 billion ) loan package to keep it from defaulting . Police responded with barrages of tear gas . ,protest is the cause of responded ,protest ,responded ,Cause-Effect
"According to a Samaritan's Purse press release , Sudan Armed Forces planes dropped four bombs at 3 : 20 p . m . in the region Thursday . The government of Sudan bombed the Samaritan's Purse refugee camp in Yida , South Sudan , on Thursday , Nov . 10 , alleges the nondenominational evangelical Christian organization . ",dropped have no relationship to bombed ,dropped ,bombed ,NONE
"John Jenkin is due in court over the murders of Alice McMeekin , 58 , and Kathryn Jenkin , 20 . Man charged with murdering mother and sister in Cumbria ",murders is the cause of charged ,murders ,charged ,Cause-Effect
"People ran out of buildings in panic in the provincial capital Banda Aceh as the quake shook houses for around one minute , an AFP journalist at the scene said . ",quake is the cause of in panic ,quake ,in panic ,Cause-Effect
"Ram - raiders ploughed their vehicle into an upmarket jewellery boutique near Place Vendôme in central Paris on Monday in a dramatic dawn robbery , making off with €2 million worth of loot . The police source , who wished to remain anonymous , said the men drove a large four - by - four car into the store in the early hours of the morning and grabbed jewellery and luxury watches worth an estimated €2 million . ",ploughed have no relationship to wished ,ploughed ,wished ,NONE
"Philly let it be known that O'Brien was fired , in part , because the Sixers are committed to Dalembert . The Sixers made a power move this offseason , firing head coach Jim O'Brien , who wasn't a Dalembert fan , and replacing him with Mo Cheeks , who is . ",committed is the cause of firing ,committed ,firing ,Cause-Effect
Wladimir Klitschko defeats Tony Thompson in six rounds And the contest was over when Thompson hit the canvas again in the sixth . ,defeats have no relationship to over ,defeats ,over ,NONE
"The refugees said the plane had circled before launching two bombing raids . Five bombs were dropped , of which four exploded , they told our correspondent . ",circled is the cause of dropped ,circled ,dropped ,Cause-Effect
"""A gunman shot three people at a suburban Detroit office building Monday morning , and officers were searching for the shooter , police said . ""The 170 , 000 - square - foot building houses a number of businesses , including law offices , a State Farm insurance office and C&G Accounting , where the shooting was believed to have occurred . ",said have no relationship to occurred ,said ,occurred ,NONE
"There appeared to be no casualties . A refugee camp was the target of an air strike in South Sudan's Unity state on Thursday , less than 50 km ( 30 miles ) from the tense border with Sudan , a Reuters witness said . ",casualties have no relationship to said ,casualties ,said ,NONE
"Troy , Mich . police said Anthony LaCalamita III , 38 , targeted two managers and also may have intended to shoot another one . Fired Accountant Goes on Shooting Spree ",shoot have no relationship to Goes ,shoot ,Goes ,NONE
'It sounds like a war zone' : Chaos in Brooklyn as 100 teenagers 'riot' on the streets following vigil of 16 - year - old who was shot dead by NYPD plainclothes cops ,dead is the cause of vigil ,dead ,vigil ,Cause-Effect
"Iranian rescue workers handed out blankets , food and water Monday to survivors of a powerful earthquake on a Gulf island that killed 10 people and forced villagers to spend the night in tents . He said 30 of the 80 wounded remained in hospital after the tremor , which destroyed or damaged an estimated 1 , 500 mudbrick houses in about 15 villages on the island and was felt across the Gulf in the United Arab Emirates . ",earthquake is the cause of destroyed ,earthquake ,destroyed ,Cause-Effect
The quake struck yesterday afternoon at a depth of just six miles and was centred on the far western tip of Sumatra island in Aceh province . The quake also triggered landslides and caused hundreds of people to be evacuated to 10 temporary shelters . ,quake is the cause of evacuated ,quake ,evacuated ,Cause-Effect
"A powerful 6 . 1 - magnitude earthquake struck the Indonesian province of Aceh with no tsunami warning issued A massive quake struck off Aceh in 2004 , sparking a tsunami that killed 170 , 000 people in the province on Sumatra and tens of thousands more in countries around the Indian Ocean . ",6  1  magnitude earthquake have no relationship to killed ,6  1  magnitude earthquake ,killed ,NONE
"Strong earthquake jolts southern Iran , felt in Oman ",earthquake is the cause of felt ,earthquake ,felt ,Cause-Effect
"Indian Naval Ship Interdicts Three Pirate Vessels In A Single Operation Indian Naval Ship Sukanya , presently deployed on anti - piracy patrols in the Gulf of Aden under the operational control of the Western Naval Command , found herself once again in the thick of things , thwarting a multiple - boat piracy attack on 10 Nov 11 . ",Interdicts have no relationship to under control ,Interdicts ,under control ,NONE
"Officials say at least 24 people were killed and more than 200 injured by the quake , which struck the western tip of Sumatra island on Tuesday . ",quake is the cause of killed ,quake ,killed ,Cause-Effect
"INS Sukanya detected five suspicious boats , speedily approaching the merchant vessels that the warship was escorting through the Internationally Recognized Transit Corridor . Somali pirate attack foiled in Gulf of Aden ",detected is the cause of foiled ,detected ,foiled ,Cause-Effect
The island's airport was also damaged . Powerful Quake in Iran Kills 10 ; 80 Hurt and 7 Villages Damaged ,damaged have no relationship to Hurt ,damaged ,Hurt ,NONE
"He survived the round , but by the end of the sixth frame , appeared mentally beaten and looking for a way out . Wladimir Klitschko won his 16th straight fight today , successfully defending the WBA , WBO , and IBF heavyweight titles against Tony Thompson , stopping the 40 - year - old American in the sixth round of a fight that was never really close . ",round have no relationship to fight ,round ,fight ,NONE
The general strike was staged as a protest against a new round of draconian austerity measures . Three Killed In Athens Bank Fire Amid Strike ,protest have no relationship to Fire ,protest ,Fire ,NONE
"First came the shooting : an armed teenager killed by police officers on a darkened Brooklyn street . Then came the anger : a Monday evening vigil marred by an unruly young mob thrashing its way through local businesses ; a second protest the next night ; and another on Wednesday night , after which , the police said , someone hit an officer in the face with a brick , another brick was thrown through the window of a police van , and there were 46 arrests — mostly for disorderly conduct . ",killed is the cause of vigil ,killed ,vigil ,Cause-Effect
"Ortiz was shot in the head , said Larry Waldie of the sheriff's department . A Los Angeles County Sheriff's Department deputy — a recently married father of two sons — died after a shooting Friday afternoon in Hawaiian Gardens , according to the sheriff's department . ",shot is the cause of died ,shot ,died ,Cause-Effect
"Tehran's seismologic center said the quake measured magnitude - 5 . 9 , but the U . S . Geological Survey in Golden , Colo . , said it was a magnitude - 6 . 1 temblor . Strong earthquake jolts southern Iran , felt in Oman ",quake is the cause of jolts ,quake ,jolts ,Cause-Effect
"Services on Egypt's three telecom operators were disrupted in parts of Alexandria on Tuesday afternoon , and some users in Cairo experienced slower internet connections due to ""downtime"" in a submarine cable . Vodafone Egypt said some users are continuing to face slight problems due to damage in Telecom Egypt's cables which began in central Cairo . ",Services have no relationship to face ,Services ,face ,NONE
"According to news reports that began at 14 : 00 Greek time after , under pressure by the events , most radio and TV stations decided to break their strike , claim that the fire at Marfin Bank's Stadiou street branch that has led to the death of three workers ( one a pregnant woman ) was started by protesters . ",events is the cause of under pressure ,events ,under pressure ,Cause-Effect
"Lindsay Lohan has checked into a rehab facility to comply with her sentence in a misdemeanor driving case , but her arrival there was not without drama . She's in rehab right now . ",checked into have no relationship to rehab ,checked into ,rehab ,NONE
"A fired accountant bought a shotgun the day after he lost his job , then returned to the office the following week and opened fire on his bosses , wounding both and killing a receptionist , the Associated Press reported . Troy , Mich . police said Anthony LaCalamita III , 38 , targeted two managers and also may have intended to shoot another one . ",bought is the cause of shoot ,bought ,shoot ,Cause-Effect
"The star of such MGM movie hits as “ Take Me Out to the Ball Game , ” ""Jupiter's Darling"" and ""Million Dollar Mermaid , "" passed away in Beverly Hills , Calif . , on Thursday at the age of 91 . Legendary Aquatic Musical Star Esther Williams Dies At 91 ",passed away have no relationship to Musical ,passed away ,Musical ,NONE
The cause of the fire has not been determined . The fire that destroyed the original Matanuska Maid Dairy warehouse in Palmer on Tuesday took a piece of Alaska ’ s history . ,determined have no relationship to took ,determined ,took ,NONE
"Footage Of Brooklyn Mother's Fatal Shooting Released During Trial Both are charged with murder , with Lopez standing accused of letting off 13 shots in Horton's death . ",Fatal Shooting is the cause of murder ,Fatal Shooting ,murder ,Cause-Effect
"AN EARTHQUAKE killed six children and left 14 others trapped when a mosque collapsed during a Koran reading session in Indonesia's Aceh province , bringing the confirmed death toll from the disaster to 11 . 6 . 1 - magnitude quake strikes Indonesia's Aceh province in region hit by 2004 tsunami ",Koran reading session have no relationship to strikes ,Koran reading session ,strikes ,NONE
"He went down again in the corner late in the round , and this time referee Sam Williams stopped it at 2 : 56 . Klitschko ( 58 - 3 , 51 KO ) bombed Thompson with a vicious right hand in the fifth round , putting him down late in the frame . ",stopped have no relationship to frame ,stopped ,frame ,NONE
"Judge Philip Hickok told a packed courtroom that he weighed all the aggravating factors and mitigating circumstances in the ambush slaying of Los Angeles County Sheriff's Deputy Jerry Ortiz in June 2005 , and he concluded that the case ""absolutely warrants death instead of life without parole . "" Judge sentences Orozco to death ",ambush have no relationship to death ,ambush ,death ,NONE
"A government official initially reported deaths , but an American activist who spoke to aid workers at the camp later said there were no casualties . The violence in and near the Yida refugee camp , located 10 miles south of the border , came one day after bombings were reported in another region of South Sudan , an attack that provoked strong condemnation from the U . S . State Department . ",said have no relationship to condemnation ,said ,condemnation ,NONE
A FIRE has badly damaged the Waitrose supermarket in Wellington's High Street . Eight crews fought the blaze which broke out in the early hours of Sunday morning . ,FIRE is the cause of fought ,FIRE ,fought ,Cause-Effect
"Klitschko finally landed a long , straight right in the fifth and the round ended with Thompson struggling on the ropes . Klitschko put Thompson on the canvas with a big right hand near the end of the fifth round at Stade de Suisse , and the 40 - year - old American southpaw never recovered . ",right is the cause of recovered ,right ,recovered ,Cause-Effect
"During Lohan's stay at the famed Betty Ford Center in 2010 , Lohan was accused of attacking a female staffer , but she was not charged . ",attacking is the cause of accused ,attacking ,accused ,Cause-Effect
"Actress and champion swimmer Esther Williams , who showcased a combination of glamour and athleticism by starring in several spectacular and splashy MGM musicals of the 1940s and '50s , has died . ",athleticism have no relationship to died ,athleticism ,died ,NONE
Enraged protesters battle cops in Brooklyn streets during third night of rioting after it's revealed that 16 - year - old Kimani Gray was shot in the back Police struggled to control a furious crowd that broke away from a planned peaceful vigil . ,shot is the cause of furious ,shot ,furious ,Cause-Effect
A fire - bomb attack on a bank in Greece killed at least three people Wednesday as police fought pitched battles with striking protestors furious at brutal budget cuts designed to avert national bankruptcy . Deadly fire - bomb hits bank during Greek riots ,battles is the cause of hits ,battles ,hits ,Cause-Effect
"A magnitude - 6 . 0 quake can cause severe damage . Strong earthquake jolts southern Iran , felt in Oman ",quake is the cause of felt ,quake ,felt ,Cause-Effect
"John Jenkin is due in court over the murders of Alice McMeekin , 58 , and Kathryn Jenkin , 20 . He is due before Furness district magistrates' court today . ",murders is the cause of due ,murders ,due ,Cause-Effect
Witnesses say Horton died trying to shield several students . Prosecutors have released new video in the trial of two men accused of killing a Brownsville mother of 12 in Oct . 2011 . ,died is the cause of accused ,died ,accused ,Cause-Effect
"Zurana Horton , 34 , was killed on Oct . 21 , 2011 while walking near an intersection in Brownsville after 2 p . m . A shocking video released for the first time Thursday captures the moment a Brooklyn mother of 12 was killed in a gang shootout as she picked her daughter up from school . ",walking is the cause of killed ,walking ,killed ,Cause-Effect
"A man fired four days earlier from his job as an accountant walked into his old office , passed by the receptionist and made his way to a manager's office with the purpose of killing him with a shotgun , a police sergeant said Wednesday during the man's arraignment . ",passed is the cause of killing ,passed ,killing ,Cause-Effect
"Because it didn't down here at Cell Block G . Dubai experienced a slight ""tremor"" today , after a more serious earthquake in Southern Iran , resulting in the evacuation of Emirates Towers and a few other scrapers : ",experienced have no relationship to earthquake ,experienced ,earthquake ,NONE
Palmer Fire and Rescue Chief John McNutt arrived and saw fire under the eaves of the building . Fire destroys historic Mat Maid dairy building in Palmer ,fire is the cause of destroys ,fire ,destroys ,Cause-Effect
"Gunfire was reported at about 3 p . m . in the Hawaiian Gardens area during an operation involving a uniformed gang enforcement deputy identified as Los Angeles County Sheriff's Deputy Jerry Ortiz , according to sheriff's officials . Authorities said a witness called 911 to report the shooting , which occurred after Ortiz knocked on the residence's door , according to the sheriff's department . ",Gunfire have no relationship to shooting ,Gunfire ,shooting ,NONE
"It also found true special circumstances of murder of a police officer intentionally killed while performing his duties , murder to avoid arrest , street gang murder , lying in wait . . . and that Orozco personally used a handgun to commit the murder and the attempted murder , the D . A . 's release says . Orozco was also convicted of the June 20 , 2005 attempted murder of a man shot in the back while doing yard work at a home in the 22000 block of Joliet Avenue in Hawaiian Gardens , a shooting that the jury also determined to be a street crime . ",murder is the cause of convicted ,murder ,convicted ,Cause-Effect
Kenneth Dorsey says the woman accused of killing two co - workers and critically injuring a third at the Kraft plant in Northeast Philly is a good person . ,injuring is the cause of accused ,injuring ,accused ,Cause-Effect
"According to the NYDN , LiLo showed up to Morningside at around noon , spent a couple of minutes there , got spooked by the paparazzi ( uh huh ) and then jumped back into her SUV . ",spooked is the cause of jumped ,spooked ,jumped ,Cause-Effect
"A powerful 6 . 1 magnitude earthquake hit Indonesia's northwestern Aceh province , on the island of Sumatra . ""Many people were injured but it is difficult to evacuate them due to traffic jams . "" ",hit have no relationship to evacuate ,hit ,evacuate ,NONE
"Wladimir Klitschko won his 16th straight fight today , successfully defending the WBA , WBO , and IBF heavyweight titles against Tony Thompson , stopping the 40 - year - old American in the sixth round of a fight that was never really close . ",fight is the cause of won ,fight ,won ,Cause-Effect
The strong 6 . 1 - magnitude quake left hundreds more injured as it rocked a region that was devastated by the quake - triggered tsunami of 2004 . ,6  1  magnitude quake have no relationship to devastated ,6  1  magnitude quake ,devastated ,NONE
"Palmer Fire and Rescue Chief John McNutt arrived and saw fire under the eaves of the building . The Matanuska Maid Block Building , one of the oldest buildings in Palmer , burned to the ground in a spectacular fire Tuesday morning . ",arrived have no relationship to fire ,arrived ,fire ,NONE
"When Monday's violence had concluded , the receptionist - - Madeline Kafoury - - was shot dead and two managers , Paul Riva and Alan Steinberg , were wounded . The man accused of shooting his three former co - workers is Anthony LaCalamita III , a 38 - year - old Troy resident who was fired from Gordon Advisors on Thursday . ",violence is the cause of shooting ,violence ,shooting ,Cause-Effect
"Sixteen - year - old Kimani Gray was shot and killed on Saturday night after pointing a gun at two plainclothes officers who approached him , police said . Police intervened after more than 100 people joined together for a candlelit vigil in the East Flatbush neighborhood in Brooklyn , New York , where 16 - year - old Kimani Gray was shot multiple times by police on Saturday . ",approached have no relationship to shot ,approached ,shot ,NONE
Palmer Fire and Rescue Chief John McNutt arrived and saw fire under the eaves of the building . A 911 caller reported the fire at 3 : 33 a . m . ,saw have no relationship to reported ,saw ,reported ,NONE
"A 5 . 9 magnitude earthquake has leveled seven villages in Iran's southern area , killing 10 persons and wounding other 70 , Iranian officials were quoted by AP as saying . The main temblor was followed by at least four major aftershocks , with magnitudes ranging from 3 . 6 to 4 . 3 , which increased the panic among villagers . ",killing have no relationship to panic ,killing ,panic ,NONE
Four men smash their car into a jewellery store before fleeing in a different vehicle in the latest high - profile heist in France . The heist near Place Vendome is the latest to hit France after a spate of high - profile robberies in the southern resort of Cannes . ,smash have no relationship to hit ,smash ,hit ,NONE
"Gunman kills 1 , wounds 2 at accounting office Police said the person killed was a 63 - year - old woman from Warren but would not name her . ",wounds have no relationship to name ,wounds ,name ,NONE
The fire was reported at 3 : 33 a . m . and is under investigation by the Palmer Police and the State Fire Marshal . ,reported have no relationship to fire ,reported ,fire ,NONE
"The actress checked into the Betty Ford Center in May as part of a plea deal stemming from her June 2012 car accident case . Lohan ’ s attorney , Shawn Holley , spoke out about the move . ",checked into have no relationship to attorney ,checked into ,attorney ,NONE
Waitrose in Wellington catches fire The fire service ’ s Matt Goodman explained that the fire began on the outside of the building . ,catches have no relationship to explained ,catches ,explained ,NONE
"Shooting at Accounting Firm Leaves Woman Dead and 2 Hurt A man who was fired last week from his job at an accounting firm in suburban Detroit walked into his former office with a shotgun on Monday and shot three people , killing one , before fleeing and leading police officers on a high - speed chase , the authorities said . ",Shooting have no relationship to fleeing ,Shooting ,fleeing ,NONE
"'There ’ s a lot of anger here' : Riot breaks out in Brooklyn following candlelight vigil for 16 - year - old shot by cops The scenes of violence on blocks near the NYPD ’ s 67th Precinct stationhouse followed a protest march that grew out of a candlelight vigil for Kimani ( Kiki ) Gray , 16 , killed by police bullets on Saturday . ",shot is the cause of vigil ,shot ,vigil ,Cause-Effect
"City Attorney spokeswoman Gina Coburn said the case remains under review and is being investigated further . Williams , 32 , was pulled over for speeding in his Bentley on State Route 94 around 1 : 30 a . m . on February 1 , but was arrested on suspicion of drunk driving . ",remains have no relationship to arrested ,remains ,arrested ,NONE
"After scooping up jewelry and watches estimated to be worth 2 million euros ( $2 . 6 million ) the thieves reversed their car out of the store and set fire to it before making off in another vehicle , Le Monde reported . A smash - and - grab on a high end Paris store saw four robbers make off with jewelry and watches valued at over $2 . 6 million early Monday . ",worth have no relationship to smash ,worth ,smash ,NONE
The court of claims denied the motions because there was a factual dispute concerning what constituted a material breach under the employment contract . ,dispute is the cause of denied ,dispute ,denied ,Cause-Effect
"Andrew Lopez , 20 , is accused of firing indiscriminately at rival gang members from a nearby rooftop . A commotion breaks out as the three mothers and two children press up against a storefront for safety . ",firing have no relationship to press up ,firing ,press up ,NONE
"The Ukrainian champion dropped Thompson again in the sixth , and referee Sam Williams gave the challenger a standing count before stopping the fight . Klitschko put Thompson on the canvas with a big right hand near the end of the fifth round at Stade de Suisse , and the 40 - year - old American never recovered . ",count is the cause of put on ,count ,put on ,Cause-Effect
"The relative said he was sectioned under the Mental Health Act for attempting to slit his wrists and then allowed home again in the days before the tragedy . John Jenkin , 23 , had been sectioned after an apparent suicide attempt in the week before the double murder . ",tragedy have no relationship to suicide attempt ,tragedy ,suicide attempt ,NONE
"Lamas' son , actor Lorenzo Lamas , tweeted Thursday : ""My stepmom Esther Williams passed peacefully this morning . The self - described ""Million Dollar Mermaid , "" whose wholesome beauty , shapely figure and aquatic skills launched an entire genre of movies – the Technicolor ""aqua musicals"" – died Thursday at 91 . ",tweeted have no relationship to musicals ,tweeted ,musicals ,NONE
"During the escape , Arcade Joseph Comeaux , Jr . allegedly produced a weapon and fired upon two correctional officers , took them hostage and forced them to drive to Baytown , Texas , where he restrained the officers in the back of the van , took their firearms and one of their uniforms . ",took have no relationship to produced ,took ,produced ,NONE
Klitschko finished the fight five rounds sooner than when knocking out Thompson in the 11th of their first title fight in 2008 . ,knocking out is the cause of finished ,knocking out ,finished ,Cause-Effect
Undersea internet cables severed near Egyptian coast line It seems that another incident of an undersea telecommunications cable being severed on Tuesday has resulted in partially blocking internet and mobile services in Alexandria and some other governorates . ,severed is the cause of blocking ,severed ,blocking ,Cause-Effect
"Lindsay Lohan checks into unapproved rehab CNN says Lohan's lawyer , Mark Heller , made the arrangements for Lohan to check into Morningside , but prosecutors have not approved that facility . ",unapproved is the cause of approved ,unapproved ,approved ,Cause-Effect
"Military aircraft from Sudan crossed the new international border with South Sudan and dropped bombs Thursday in and around a camp filled with refugees , officials said . Ryan Boyette , a former aid worker who lives in Sudan who is now leading a team of 15 citizen journalists , said he talked to five aid workers in the Yida camp , all of whom said that four bombs were dropped but that they caused no casualties . ",said have no relationship to talked ,said ,talked ,NONE
A FIRE - BOMB attack on a bank in Athens left at least three people dead as police fought pitched battles with striking protesters furious at brutal spending cuts designed to avoid national bankruptcy . ,striking is the cause of left dead ,striking ,left dead ,Cause-Effect
"His wife survived , but another inmate who tried to break up the attack also suffered stab wounds , and Comeaux was convicted of additional assault charges and received two additional life sentences . Between 1991 and 1998 , Comeaux was in and out of prison on parole violations until he finally returned to prison in June 1999 to serve a life sentence for aggravated sexual assault . ",tried have no relationship to assault ,tried ,assault ,NONE
"When Monday's violence had concluded , the receptionist - - Madeline Kafoury - - was shot dead and two managers , Paul Riva and Alan Steinberg , were wounded . LaCalamita is charged with first - degree murder in the death of Kafoury , 63 , of Warren . ",violence have no relationship to murder ,violence ,murder ,NONE
Greek police clashed with protesters in the capital as tens of thousands of people joined a 24 - hour walkout . Three Killed In Athens Bank Fire Amid Strike ,walkout is the cause of Fire ,walkout ,Fire ,Cause-Effect
"An 18 - year - old gang member has confessed to killing a pregnant mom , who died on Friday as she shielded a group of children from bullets , but insisted he ""did not mean to shoot the ladies , "" sources tell the New York Daily News . ",shoot is the cause of died ,shoot ,died ,Cause-Effect
"A 35 - year - old sheriff ’ s deputy working with an anti - gang unit was killed Friday when he knocked on the door of a home and someone shot him in the head , authorities said . Sheriff ’ s Deputy Shot and Killed ",working is the cause of Killed ,working ,Killed ,Cause-Effect
"John Jenkin , 23 , of Newton Street , Millom was arrested Saturday morning after police found two women dead in a house . Police have this morning charged him and he will appear before Furness District Magistrates . ",dead is the cause of charged ,dead ,charged ,Cause-Effect
"Wladimir Klitschko stops Tony Thompson in 6th round to retain world heavyweight titles The Ukrainian champion dropped Thompson again in the sixth , and referee Sam Williams gave the challenger a standing count before stopping the fight . ",round have no relationship to count ,round ,count ,NONE
The sixth aftershock shook this southern Iranian island in the Persian Gulf on Monday as death toll from a strong earthquake a day before rose to 10 . ,earthquake is the cause of death ,earthquake ,death ,Cause-Effect
"Klitschko dumped Thompson onto the canvas with a booming right end towards the end of the fifth round of the fight in Bern , and from then on it was simply a matter of time before referee Sam Williams stopped matters . ",end have no relationship to round ,end ,round ,NONE
"The suspect , Andrew Lopez , was among three teens arrested on Tuesday for the shooting that took place last Friday outside a Brownsville school that claimed the life of 34 - year old Zurana Horton . Andrew Lopez Confesses To Murder Of Zurana Horton In Brooklyn Shooting ",shooting is the cause of Murder ,shooting ,Murder ,Cause-Effect
"The actress , 26 , checked in late Thursday night , TMZ reports , barely making the deadline and dodging an arrest warrant . Lohan had checked into Morningside Recovery Center Thursday morning , but then left because “ she was not happy with the place , ” her father said . ",reports have no relationship to left ,reports ,left ,NONE
"Numerous broadband users complained about international connectivity problems this morning , caused by problems on the SEACOM cable . SEACOM experienced downtime this morning ; SEACOM explained that the downtime was most likely caused by a problem on SEA - ME - WE 4 ",problems is the cause of downtime ,problems ,downtime ,Cause-Effect
"The woman who allegedly shot three co - workers — killing two– at the Kraft Plant Thursday night has been charged with murder , attempted murder , aggravated assault , burglary , and other related charges , says Philadelphia District Attorney Seth Williams . ",says have no relationship to shot ,says ,shot ,NONE
"The District Attorney's office says in a release that the jury found Jose Luis Orozco , 29 , guilty of 1st degree murder , attempted murder and posession of a firearm by a felon . ",posession is the cause of guilty ,posession ,guilty ,Cause-Effect
"According to a relative , he had a history of mental health problems and had pleaded in vain to be kept locked up because he feared harming himself or someone else . His sister Katie Jenkin , 20 , and mother Alice McMeekin , 58 , were found dead in a home in Millom , Cumbria ",mental health problems is the cause of dead ,mental health problems ,dead ,Cause-Effect
"Indian Navy patrolling the Gulf of Aden yesterday thwarted a multi - boat attack by sea brigands on merchant vessels , apprehending 26 Somali pirates and confiscating arms and ammunition , in the fifth successful anti - piracy operation since September . This is the fifth successful anti - piracy operation conducted by INS Sukanya in the course of her ongoing patrol mission in the Gulf of Aden that commenced in September , the navy said . ",attack have no relationship to conducted ,attack ,conducted ,NONE
"This includes commercial Internet service providers , according to Seacom's tweet , which said that all such ISPs using Seacom capacity are no longer affected by the outage . ",tweet have no relationship to said ,tweet ,said ,NONE
"Sudan's armed forces denied they carried out the strike . There were no immediate reports of any casualties at the camp , less than 25 km ( 15 miles ) from the border with Sudan . ",strike is the cause of casualties ,strike ,casualties ,Cause-Effect
Comeaux was given two extra life sentences after being convicted for stabbing his wife and another person in 1999 while she visited him in prison . ,visited have no relationship to convicted ,visited ,convicted ,NONE
"Klitschko finally landed a long , straight right in the fifth and the round ended with Thompson struggling on the ropes . Wladimir Klitschko stopped Tony Thompson in the sixth round to keep a comfortable hold on his WBA , IBF and WBO heavyweight title belts on Saturday in Bern , Switzerland . ",struggling have no relationship to keep a hold on ,struggling ,keep a hold on ,NONE
"A provisional trial date has been set in the case of a son accused of killing his mother , sister and pet dog . The case was heard in his absence and a provisional trial date was set for October 28 , with a duration of three days . ",set is the cause of trial ,set ,trial ,Cause-Effect
Farewell to another piece of Mat Maid The fire was knocked down by 6 : 40 a . m . ,Farewell have no relationship to knocked down ,Farewell ,knocked down ,NONE
Wladimir Klitschko defeats Tony Thompson in six rounds ,rounds have no relationship to defeats ,rounds ,defeats ,NONE
"The 26 - year troubled starlet narrowly avoided jail time by checking into a second rehab center following her quick exit from Morningside Recovery in Newport Beach , Calif . on Thursday , May 2 . ",checking into is the cause of jail time ,checking into ,jail time ,Cause-Effect
"SEACOM said today ( 10 October 2011 ) that the total repair time of the current problems they experience will be around twelve days depending on weather conditions . ""Further restoration has continued throughout the weekend in cooperation with customers and partners and SEACOM will continue to actively work on securing additional capacity for all necessary services over the next day or two . "" ",said have no relationship to restoration ,said ,restoration ,NONE
"Bombing At Yida Refugee Camp , South Sudan Of the bombs that landed inside the camp , one detonated about a quarter mile from the NP compound . ",Bombing is the cause of landed ,Bombing ,landed ,Cause-Effect
"Police said at least three people , a man and two women , were killed in the fire - bomb attack . A FIRE - BOMB attack on a bank in Athens left at least three people dead as police fought pitched battles with striking protesters furious at brutal spending cuts designed to avoid national bankruptcy . ",attack is the cause of striking ,attack ,striking ,Cause-Effect
"The Matanuska Maid Block Building , one of the oldest buildings in Palmer , burned to the ground in a spectacular fire Tuesday morning . After a quick survey of the scene , Owen said , McNutt's main concern was keeping the fire from spreading to the heating oil stored next door at the Crowley fuel distribution center . ",fire have no relationship to survey ,fire ,survey ,NONE
"Lindsay Lohan has checked out of the Betty Ford Treatment Center in Palm Springs after completing a 30 - day program , but she's not in the clear yet ! Lindsay Lohan Checks Out Of Betty Ford Treatment Center And Into Malibu Rehab ",program is the cause of Checks Out ,program ,Checks Out ,Cause-Effect
"The three bank workers a man and two women died after demonstrators set their bank on fire along the main demonstration route in central Athens . Riots over harsh new austerity measures left three bank workers dead and engulfed the streets of Athens on Wednesday , as angry protesters tried to storm parliament , hurled Molotov cocktails at police and torched buildings . ",set on fire is the cause of dead ,set on fire ,dead ,Cause-Effect
"Williams , whose experiences as a young swimming champion led to a career of Hollywood “ aqua - musicals ” designed just for her , died yesterday in Beverly Hills , California , at the age of 91 , her spokesman said . It was the pool — and wartime pinup pictures of her in bathing suits — that made her popular . ",career have no relationship to popular ,career ,popular ,NONE
"The shooting then breaks out , with Horton pushing a child out of the way to take a bullet . Video of Brooklyn Mother of 13 Zurana Horton shot and killed in a gang shooting was revealed Thursday , according to the N . Y . Daily News . ",shooting is the cause of killed ,shooting ,killed ,Cause-Effect
"Williams , 32 , was pulled over for speeding in his Bentley on State Route 94 around 1 : 30 a . m . on February 1 , but was arrested on suspicion of drunk driving . He had refused a Breathalyzer test and was given a blood - alcohol test instead . ",drunk driving have no relationship to refused ,drunk driving ,refused ,NONE
"Mweb announced on 12 October 2011 that their services through Seacom were running at full capacity again . Seacom started to experience problems on Saturday , 8 October 2011 , which it said was caused by a problem on a cable between Abu Talat in Egypt and Marseilles in France . ",announced have no relationship to problem ,announced ,problem ,NONE
"INS Sukanya detected five suspicious boats , speedily approaching the merchant vessels that the warship was escorting through the Internationally Recognized Transit Corridor . ",escorting is the cause of detected ,escorting ,detected ,Cause-Effect
"ONE Australian and one English climber have fallen to their deaths in New Zealand , police confirmed today . ",fallen is the cause of deaths ,fallen ,deaths ,Cause-Effect
"Orozco was also convicted of the June 20 , 2005 attempted murder of a man shot in the back while doing yard work at a home in the 22000 block of Joliet Avenue in Hawaiian Gardens , a shooting that the jury also determined to be a street crime . It also found true special circumstances of murder of a police officer intentionally killed while performing his duties , murder to avoid arrest , street gang murder , lying in wait . . . and that Orozco personally used a handgun to commit the murder and the attempted murder , the D . A . 's release says . ",shooting have no relationship to commit ,shooting ,commit ,NONE
"According to Texas authorities , the weapons conviction stemmed from a 1999 incident where he stabbed his wife 17 times while she was visiting him in prison . ",incident is the cause of conviction ,incident ,conviction ,Cause-Effect
"Pinup girl Williams was the star of WWII - era ""aquatic musicals"" and helped make the sport of synchronized swimming popular . ",swimming have no relationship to make ,swimming ,make ,NONE
"Thompson was trying his best to survive , but then a vicious two - handed assault sent Thompson down for the second time . Klitschko utilized good ring smarts and superior punching power to systematically break Thompson down . ",assault have no relationship to punching ,assault ,punching ,NONE
